scaffold,reconciled_taxonomy
OC1703_500m_50m_sens_contig_1308776,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_211216,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_2241717,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_7387121,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_2935871,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_4749002,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_6306696,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_1502319,Pseudomonadota;Betaproteobacteria
OC1703_3500m_3000m_sens_contig_2228062,Pseudomonadota;Betaproteobacteria
OC1703_4500m_4000m_sens_contig_503531,Myxococcota
OC1703_4500m_3000m_sens_contig_1336110,Myxococcota
OC1703_3500m_3000m_sens_contig_2866818,Myxococcota
OC1703_3000m_3000m_sens_contig_2174192,Myxococcota
OC1703_4500m_4000m_sens_contig_149720,SAR324
OC1703_4500m_3000m_sens_contig_1298817,SAR324
OC1703_3500m_3000m_sens_contig_1531485,SAR324
OC1703_3000m_3000m_sens_contig_2174116,SAR324
OC1703_4500m_150m_sens_contig_117497,SAR324
OC1703_500m_50m_sens_contig_457538,SAR324
OC1703_500m_500m_sens_contig_3856278,SAR324
OC1703_4000m_3000m_sens_contig_1963807,SAR324
OC1703_3500m_150m_sens_contig_4620258,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_3686408,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_5196974,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_4243614,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_3057590,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_500m_sens_contig_1180536,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_500m_sens_contig_1857313,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_500m_sens_contig_3133828,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_5701453,Pseudomonadota;Alphaproteobacteria
OC1703_500m_150m_sens_contig_470466,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_500m_sens_contig_1327388,Pseudomonadota;unclassified
OC1703_4000m_150m_sens_contig_344374,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_4674087,unclassified
OC1703_4500m_500m_sens_contig_4744467,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_2109080,Myxococcota
OC1703_3000m_2000m_sens_contig_3645229,Myxococcota
OC1703_4000m_2000m_sens_contig_238789,Pseudomonadota;Myxococcia
OC1703_3500m_3000m_sens_contig_2739464,Myxococcota
OC1703_4500m_3000m_sens_contig_1904962,Myxococcota
OC1703_4000m_3000m_sens_contig_1213854,Myxococcota
OC1703_3500m_2000m_sens_contig_3080020,Myxococcota
OC1703_4500m_4000m_sens_contig_3212028,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_329017,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_3907018,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1846628,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_2956248,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1156435,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_3868204,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_1342842,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3216765,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_2382817,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_88920,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_430025,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_648388,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_259166,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_2470497,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_3454993,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_934676,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_731138,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_2837071,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_3758594,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_1743507,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1324505,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_925047,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_500m_sens_contig_3197067,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2383092,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_2850443,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_421919,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1645521,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1070542,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1949885,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1511189,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_839252,Pseudomonadota;unclassified
OC1703_4500m_150m_sens_contig_1305992,Pseudomonadota;unclassified
OC1703_500m_50m_sens_contig_29071,Pseudomonadota;unclassified
OC1703_3500m_150m_sens_contig_5532298,Pseudomonadota;unclassified
OC1703_4500m_2000m_sens_contig_3363772,SAR324
OC1703_4500m_2000m_sens_contig_3201628,Actinomycetota
OC1703_3500m_2000m_sens_contig_264175,Actinomycetota
OC1703_4000m_2000m_sens_contig_1595849,Actinomycetota
OC1703_4000m_3000m_sens_contig_2583081,Actinomycetota
OC1703_4500m_3000m_sens_contig_3534722,Actinomycetota
OC1703_3000m_2000m_sens_contig_2517085,Actinomycetota
OC1703_3500m_3000m_sens_contig_2127122,Actinomycetota
OC1703_3000m_3000m_sens_contig_3449505,Actinomycetota
OC1703_4000m_1000m_sens_contig_1905928,Actinomycetota
OC1703_3000m_1000m_sens_contig_3939360,Actinomycetota
OC1703_3500m_500m_sens_contig_4215216,Actinomycetota
OC1703_4500m_1000m_sens_contig_4579966,Actinomycetota
OC1703_3500m_1000m_sens_contig_3497190,Actinomycetota
OC1703_500m_500m_sens_contig_1962324,Actinomycetota
OC1703_4500m_500m_sens_contig_1423335,Actinomycetota
OC1703_4500m_4000m_sens_contig_626314,Actinomycetota
OC1703_4000m_2000m_sens_contig_3740189,Actinomycetota
OC1703_4000m_150m_sens_contig_1136937,Actinomycetota
OC1703_3500m_500m_sens_contig_3786107,Actinomycetota
OC1703_3000m_3000m_sens_contig_1381382,Actinomycetota
OC1703_4500m_500m_sens_contig_4157519,Actinomycetota
OC1703_4000m_2000m_sens_contig_520903,Actinomycetota
OC1703_4500m_150m_sens_contig_2001295,Actinomycetota
OC1703_4500m_2000m_sens_contig_4492922,Actinomycetota
OC1703_3500m_150m_sens_contig_468755,Actinomycetota
OC1703_500m_150m_sens_contig_1510290,Actinomycetota
OC1703_4000m_500m_sens_contig_3346847,Actinomycetota
OC1703_500m_500m_sens_contig_421331,Actinomycetota
OC1703_4000m_500m_sens_contig_2305393,Actinomycetota
OC1703_500m_150m_sens_contig_2561240,Actinomycetota
OC1703_500m_150m_sens_contig_3417001,Actinomycetota
OC1703_3500m_2000m_sens_contig_2471600,Actinomycetota
OC1703_4000m_2000m_sens_contig_3677999,Actinomycetota
OC1703_4000m_1000m_sens_contig_2709338,Actinomycetota
OC1703_4500m_2000m_sens_contig_1460954,Actinomycetota
OC1703_4500m_1000m_sens_contig_1051531,Actinomycetota
OC1703_3000m_2000m_sens_contig_3634578,Actinomycetota
OC1703_3500m_500m_sens_contig_4639978,Actinomycetota
OC1703_3500m_150m_sens_contig_533392,Actinomycetota
OC1703_4500m_4000m_sens_contig_675272,Actinomycetota
OC1703_3000m_3000m_sens_contig_1382571,Actinomycetota
OC1703_3500m_3000m_sens_contig_1912818,Actinomycetota
OC1703_4500m_3000m_sens_contig_4410837,Actinomycetota
OC1703_4000m_3000m_sens_contig_1542240,Actinomycetota
OC1703_3500m_150m_sens_contig_950801,Actinomycetota
OC1703_3000m_500m_sens_contig_5300102,Actinomycetota
OC1703_500m_500m_sens_contig_3533431,Actinomycetota
OC1703_4500m_500m_sens_contig_871775,Actinomycetota
OC1703_500m_150m_sens_contig_1046609,Actinomycetota
OC1703_3000m_150m_sens_contig_3636238,Actinomycetota
OC1703_4000m_500m_sens_contig_1643606,Actinomycetota
OC1703_3000m_2000m_sens_contig_1436768,Actinomycetota
OC1703_4000m_150m_sens_contig_2834268,Actinomycetota
OC1703_3000m_1000m_sens_contig_813711,Actinomycetota
OC1703_3500m_500m_sens_contig_2946286,Actinomycetota
OC1703_4500m_1000m_sens_contig_4521846,Actinomycetota
OC1703_500m_50m_sens_contig_2010859,Actinomycetota
OC1703_4000m_2000m_sens_contig_1949825,Actinomycetota
OC1703_3500m_2000m_sens_contig_3340220,Actinomycetota
OC1703_3500m_1000m_sens_contig_4064129,Actinomycetota
OC1703_3500m_1000m_sens_contig_1410704,Actinomycetota
OC1703_3500m_150m_sens_contig_2125929,Actinomycetota
OC1703_500m_150m_sens_contig_213592,Actinomycetota
OC1703_4500m_1000m_sens_contig_3504257,Actinomycetota
OC1703_4000m_1000m_sens_contig_1109014,Actinomycetota
OC1703_3000m_150m_sens_contig_589060,Actinomycetota
OC1703_3000m_1000m_sens_contig_2726490,Actinomycetota
OC1703_4000m_1000m_sens_contig_3861417,Actinomycetota
OC1703_3500m_500m_sens_contig_1959206,Actinomycetota
OC1703_3500m_500m_sens_contig_1778549,Actinomycetota
OC1703_4500m_150m_sens_contig_4584619,Actinomycetota
OC1703_3000m_500m_sens_contig_4251330,Actinomycetota
OC1703_3500m_150m_sens_contig_288972,Actinomycetota
OC1703_3000m_150m_sens_contig_561577,Actinomycetota
OC1703_3000m_500m_sens_contig_4448392,Actinomycetota
OC1703_4500m_500m_sens_contig_130531,Actinomycetota
OC1703_3500m_500m_sens_contig_1377987,Actinomycetota
OC1703_4000m_500m_sens_contig_2122849,Actinomycetota
OC1703_3500m_1000m_sens_contig_3957413,Actinomycetota
OC1703_3000m_1000m_sens_contig_5059695,Actinomycetota
OC1703_4000m_1000m_sens_contig_1737367,Actinomycetota
OC1703_3500m_500m_sens_contig_4446939,Actinomycetota
OC1703_3000m_500m_sens_contig_5866184,Actinomycetota
OC1703_4000m_2000m_sens_contig_1803752,Actinomycetota
OC1703_4500m_1000m_sens_contig_404505,Actinomycetota
OC1703_4500m_2000m_sens_contig_800636,Actinomycetota
OC1703_500m_500m_sens_contig_2563172,Actinomycetota
OC1703_4000m_500m_sens_contig_884274,Actinomycetota
OC1703_500m_150m_sens_contig_3804550,Actinomycetota
OC1703_500m_50m_sens_contig_1859627,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_4355734,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_364377,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_895641,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_699312,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_7201462,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_769349,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_3507079,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_221395,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_1005115,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_1550352,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_3248483,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_807401,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_3738481,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_999331,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2969322,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_2887077,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_4657393,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3749606,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_3832516,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_1117155,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2493297,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_231698,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_605326,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_902625,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_71163,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_3045589,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_606030,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_762255,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_2239151,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_3070638,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_500m_sens_contig_2477018,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_2028364,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_500m_sens_contig_4277032,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_500m_sens_contig_5379204,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_464188,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_4167647,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_719980,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_3436713,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2262498,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_4708686,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_701720,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_453565,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_1128013,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_4704164,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1297218,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_1102578,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_1921335,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_2686318,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_1712687,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_4429615,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_1612908,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_500m_sens_contig_281418,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_150m_sens_contig_3906801,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2937196,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_50m_sens_contig_2908590,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_50m_sens_contig_3987916,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2887111,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_5404671,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_3124188,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_4738033,Pseudomonadota;Alphaproteobacteria
OC1703_500m_150m_sens_contig_2162269,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_2218857,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_2165881,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_3925918,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_2498961,Pseudomonadota;Gammaproteobacteria
OC1703_500m_150m_sens_contig_321150,Pseudomonadota;Gammaproteobacteria
OC1703_500m_50m_sens_contig_3760259,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1040925,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_50m_sens_contig_2833275,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_378204,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_146850,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_3098769,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_2207172,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_1986059,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_991699,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_1169603,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_1461923,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_2566153,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_4117480,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_2490304,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_3008653,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_2469692,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_3271728,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_3338323,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_657708,Pseudomonadota;Gammaproteobacteria
OC1703_500m_500m_sens_contig_1876526,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_4427087,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_500m_sens_contig_4213705,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_2414176,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_2228674,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2206130,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_4490051,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_4208066,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2215415,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_3043032,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_500m_sens_contig_906334,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_500m_sens_contig_3781347,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_500m_sens_contig_1954583,Pseudomonadota;unclassified
OC1703_3000m_150m_sens_contig_5811948,Pseudomonadota;unclassified
OC1703_3500m_150m_sens_contig_5019749,Pseudomonadota;Alphaproteobacteria
OC1703_500m_500m_sens_contig_58689,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_500m_sens_contig_3831824,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_500m_sens_contig_334563,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_500m_sens_contig_3683474,Pseudomonadota;Alphaproteobacteria
OC1703_500m_150m_sens_contig_3861282,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_3747793,Pseudomonadota;unclassified
OC1703_3500m_150m_sens_contig_2935790,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_2605363,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1359956,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_8219,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_2875681,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_3718251,Pseudomonadota;Alphaproteobacteria
OC1703_500m_150m_sens_contig_1201091,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_1000m_sens_contig_2757139,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_500m_sens_contig_1346091,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_500m_sens_contig_138538,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_3096864,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_500m_sens_contig_4819616,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_1686495,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3308384,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_500m_sens_contig_767840,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_2460343,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_500m_sens_contig_2178023,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_2593382,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_660892,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_1699343,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_2914547,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1769034,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_713308,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_546059,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_1750243,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1366776,unclassified
OC1703_4000m_2000m_sens_contig_1256273,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_662077,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2676558,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_694234,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_449934,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_3579451,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_901592,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_150m_sens_contig_135661,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_500m_sens_contig_1843820,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_2804034,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_2552119,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_5578715,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_150m_sens_contig_1172803,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_418785,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_5639725,Pseudomonadota;Alphaproteobacteria
OC1703_500m_500m_sens_contig_1558393,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_98700,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_2133725,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_325326,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_3333549,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_3389618,Pseudomonadota;Alphaproteobacteria
OC1703_500m_150m_sens_contig_1736829,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_4898618,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_2658317,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_221694,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_365350,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1486661,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_116212,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_150m_sens_contig_468302,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_272523,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_2814627,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_3659416,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_902662,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_1982147,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_4417420,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_1560204,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_2569806,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_50m_sens_contig_4476073,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_2345126,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3336365,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2923394,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1168784,Pseudomonadota;unclassified
OC1703_4000m_150m_sens_contig_1811360,Pseudomonadota;unclassified
OC1703_500m_150m_sens_contig_3394593,Pseudomonadota;unclassified
OC1703_3500m_150m_sens_contig_832548,Pseudomonadota;unclassified
OC1703_3000m_50m_sens_contig_1232988,Pseudomonadota;unclassified
OC1703_4500m_150m_sens_contig_3458633,Pseudomonadota;unclassified
OC1703_4500m_2000m_sens_contig_3415003,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2679545,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_4496819,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_454745,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_883539,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_3210804,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_2744625,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_611347,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_469541,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_500m_sens_contig_855542,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_329290,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_500m_sens_contig_6391784,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_500m_sens_contig_1572755,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_500m_sens_contig_2569917,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_3743513,SAR324
OC1703_3000m_1000m_sens_contig_5267517,SAR324
OC1703_3500m_500m_sens_contig_1196002,SAR324
OC1703_4500m_1000m_sens_contig_4037891,SAR324
OC1703_4000m_1000m_sens_contig_4288343,SAR324
OC1703_500m_500m_sens_contig_921910,SAR324
OC1703_3000m_500m_sens_contig_2422271,SAR324
OC1703_4000m_1000m_sens_contig_3016484,SAR324
